n_client_queries,n_client_responses,n_upstream_queries,n_upstream_responses,total_wire_bytes,upstream_client_ratio,response_multiplicity,max_active_upstream,distinct_client_ecs,distinct_upstream_ecs,ecs_fanout,missing_ecs_rate,ecs_mismatch_rate,txid_entropy,sport_entropy,answer_uniqueness,answer_disagreement,ttl_mean,ttl_cv,rcode_diversity,servfail_rate,state_reuse_rate,client_latency_mean,client_latency_p95,client_latency_cv,upstream_latency_mean,response_race_gap_mean,n_timeouts,episode_id,seed,policy,condition,label,resolver_used
1,1,1,1,184,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,300.0,0.0,1.0,0.0,0.0,0.004160404205322266,0.004160404205322266,0.0,0.003154277801513672,0.0,0,d06eae4a-b64a-4a70-a2ac-49b52819f183,20260814,aggregate,benign-plain,0,opendns
1,1,1,1,358,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,209.0,0.0,1.0,0.0,0.0,0.0034537315368652344,0.0034537315368652344,0.0,0.002677440643310547,0.0,0,e8d3b406-d034-485e-ab9e-db3136c8c168,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,110,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0018868446350097656,0.0018868446350097656,0.0,0.0014095306396484375,0.0,0,ffce955f-7b4c-47f7-b3cc-0a577f1f7818,20260814,aggregate,benign-plain,0,google
1,1,1,1,110,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0028166770935058594,0.0028166770935058594,0.0,0.0025620460510253906,0.0,0,5d3cb609-b477-4802-84fc-07b708ce2208,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,272,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,70.0,0.0,1.0,0.0,0.0,0.005622148513793945,0.005622148513793945,0.0,0.004620075225830078,0.0,0,474e7080-58bd-4d2f-bae6-6fb4077df13c,20260814,aggregate,benign-plain,0,google
1,1,1,1,124,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,756.0,0.0,1.0,0.0,0.0,0.008360147476196289,0.008360147476196289,0.0,0.008088827133178711,0.0,0,7d2c5640-0a5b-40cd-8533-4c75ea9c156e,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,140,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,41.0,0.0,1.0,0.0,0.0,0.00301361083984375,0.00301361083984375,0.0,0.002729177474975586,0.0,0,a28e1d69-5e0d-4134-a741-03ab3a752c9d,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,144,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,60.0,0.0,1.0,0.0,0.0,0.016412019729614258,0.016412019729614258,0.0,0.01627826690673828,0.0,0,3f2aeec4-66cd-4bb3-8fd8-fcd5792fbadf,20260814,aggregate,benign-plain,0,opendns
1,1,1,1,102,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.023175954818725586,0.023175954818725586,0.0,0.02062225341796875,0.0,0,ae83ca41-a500-4bf5-af86-ddb5783e429f,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,224,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,164.0,0.0,1.0,0.0,0.0,0.0023636817932128906,0.0023636817932128906,0.0,0.0017244815826416016,0.0,0,19823e6b-a70c-4c9b-ad5d-b66b3ced7728,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,224,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,200.0,0.0,1.0,0.0,0.0,0.018772125244140625,0.018772125244140625,0.0,0.00617218017578125,0.0,0,d4966697-62bd-4beb-8c10-107ab560ad98,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,122,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.025789737701416016,0.025789737701416016,0.0,0.024175643920898438,0.0,0,72e24fbb-3e90-4746-8053-db4ceee7378b,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,98,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,300.0,0.0,1.0,0.0,0.0,0.015952587127685547,0.015952587127685547,0.0,0.015021085739135742,0.0,0,d246e4e2-fa57-423d-b66f-2a00eb0eace8,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,96,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,532.0,0.0,1.0,0.0,0.0,0.022748470306396484,0.022748470306396484,0.0,0.02077937126159668,0.0,0,59090842-1d72-449d-9da8-1051486d2656,20260814,aggregate,benign-plain,0,google
1,1,1,1,136,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,1227.0,0.0,1.0,0.0,0.0,0.008186817169189453,0.008186817169189453,0.0,0.002041339874267578,0.0,0,df14d6f9-dbb9-4765-9747-9f762e8b3c97,20260814,aggregate,benign-plain,0,google
1,1,1,1,108,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,300.0,0.0,1.0,0.0,0.0,0.023352861404418945,0.023352861404418945,0.0,0.01518702507019043,0.0,0,e3332550-6c3b-41ed-93d0-9c3da143e0cf,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,114,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,60.0,0.0,1.0,0.0,0.0,0.017847299575805664,0.017847299575805664,0.0,0.016656160354614258,0.0,0,38b1f353-5184-44f4-9735-0eb704074bf5,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,96,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,87.0,0.0,1.0,0.0,0.0,0.003608226776123047,0.003608226776123047,0.0,0.003522634506225586,0.0,0,1dad7914-fd6e-4e85-90a1-893dbae62409,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,156,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0025794506072998047,0.0025794506072998047,0.0,0.0025382041931152344,0.0,0,9749dbd4-cb7c-43da-86f9-9b44e61c5b77,20260814,aggregate,benign-plain,0,opendns
1,1,1,1,92,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,300.0,0.0,1.0,0.0,0.0,0.026757001876831055,0.026757001876831055,0.0,0.026667356491088867,0.0,0,5a7d1d9c-2538-46ea-8021-2d64731f1ebf,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,104,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,1432.0,0.0,1.0,0.0,0.0,0.00237274169921875,0.00237274169921875,0.0,0.0016894340515136719,0.0,0,38c8385e-df1b-4321-9da5-333550c4d87d,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,102,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,107.0,0.0,1.0,0.0,0.0,0.0019876956939697266,0.0019876956939697266,0.0,0.00177764892578125,0.0,0,c85790be-6e11-48d7-a436-a02b5de3cba9,20260814,aggregate,benign-plain,0,opendns
1,1,1,1,96,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,211.0,0.0,1.0,0.0,0.0,0.0022907257080078125,0.0022907257080078125,0.0,0.0020923614501953125,0.0,0,a3fee400-9abc-46da-a255-a54dcaae4e96,20260814,aggregate,benign-plain,0,quad9
1,1,1,1,188,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,300.0,0.0,1.0,0.0,0.0,0.0045833587646484375,0.0045833587646484375,0.0,0.003863811492919922,0.0,0,f39d15ff-9651-4f21-8e85-def967982558,20260814,aggregate,benign-plain,0,opendns
1,1,1,1,114,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,91.0,0.0,1.0,0.0,0.0,0.0021212100982666016,0.0021212100982666016,0.0,0.0018239021301269531,0.0,0,533e2136-7213-44d6-9702-3c8ee1c01cfa,20260814,aggregate,benign-plain,0,google
1,1,1,1,156,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0016779899597167969,0.0016779899597167969,0.0,0.0016324520111083984,0.0,0,b3d8cc69-d4d6-4eea-96d6-d273a331aedf,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,126,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,154.0,0.0,1.0,0.0,0.0,0.0015685558319091797,0.0015685558319091797,0.0,0.001409769058227539,0.0,0,d1fbed62-f583-4554-992a-aae20184a374,20260814,aggregate,benign-plain,0,cloudflare
1,1,1,1,162,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0017442703247070312,0.0017442703247070312,0.0,0.0016093254089355469,0.0,0,d5fd5283-573d-4eaa-aaa1-2105549e3baf,20260814,aggregate,benign-plain,0,google
1,1,1,1,94,1.0,1.0,1,0,0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0018069744110107422,0.0018069744110107422,0.0,0.0016574859619140625,0.0,0,6f1b3b8e-97d4-4bdf-8f2f-6bf04ead4f65,20260814,aggregate,benign-plain,0,quad9
